customer_id,age,city,employment_type,monthly_income,credit_score,product,loan_amount,tenure_months,interest_rate,emi,disbursement_date,days_past_due,default_flag,emi_to_income,loan_to_annual_income,ml_predicted_probability,risk_score,risk_category
CUST100064,45,Chennai,Salaried,25175.0,514,Vehicle Loan,184317.0,36,11.4,6069.28,2024-08-08,0,0,24.10836146971201,0.6101191658391261,0.5911394288659654,55,Medium
CUST100065,25,Bengaluru,Self-Employed,30494.0,900,Personal Loan,108906.0,36,18.66,3973.36,2024-08-15,0,0,13.029973109464157,0.2976159244441529,0.4748545745508455,0,Low
CUST100066,33,Jaipur,Salaried,154698.0,857,Business Loan,300948.0,24,14.22,14480.68,2023-08-09,118,1,9.360612289751645,0.1621158644584933,0.421160511908646,0,Low
CUST100067,37,Mumbai,Salaried,25344.0,659,Vehicle Loan,239171.0,36,13.81,8152.24,2024-09-24,30,0,32.16635101010101,0.7864155881734006,0.4539531277847582,60,Medium
CUST100068,51,Jaipur,Business Owner,81987.0,718,Personal Loan,122532.0,36,15.67,4287.93,2023-10-23,0,0,5.2300120750850745,0.1245441350457999,0.5266451821758421,20,Low
CUST100069,40,Pune,Self-Employed,96598.0,435,Personal Loan,134550.0,36,11.78,4454.86,2024-05-22,0,0,4.611751796103439,0.116073831756351,0.5239944272072542,40,Medium
CUST100070,36,Mumbai,Salaried,39345.0,693,Business Loan,89696.0,12,15.31,8108.94,2024-01-06,330,1,20.60983606557377,0.1899775490320667,0.4569910444367019,30,Low
CUST100071,55,Delhi,Salaried,48429.0,630,Personal Loan,298908.0,48,18.05,8788.23,2023-03-19,0,0,18.146627020999816,0.5143405810568048,0.4317881507522851,45,Medium
CUST100072,24,Bengaluru,Self-Employed,30966.0,721,Business Loan,307682.0,36,13.99,10514.35,2023-10-20,0,0,33.95449848220629,0.8280102908566385,0.4910063215220053,50,Medium
CUST100073,35,Kolkata,Business Owner,46697.0,684,Business Loan,480859.0,60,17.6,12106.27,2023-05-11,0,0,25.92515579159261,0.8581190083588525,0.4801709640535874,50,Medium
CUST100074,31,Chennai,Self-Employed,88832.0,900,Personal Loan,285150.0,12,12.8,25442.07,2023-06-06,0,0,28.64065877161383,0.2674993245677233,0.4337448697676671,25,Low
CUST100075,42,Jaipur,Self-Employed,36084.0,645,Business Loan,85131.0,12,11.31,7536.33,2023-07-16,0,0,20.88551712670436,0.1966037578982374,0.4723953878225601,40,Medium
CUST100076,35,Pune,Salaried,51589.0,633,Personal Loan,177892.0,12,11.96,15802.16,2024-08-28,0,0,30.63087092209579,0.287354539404395,0.4545210467421268,55,Medium
CUST100077,40,Mumbai,Business Owner,78158.0,717,Gold Loan,318676.0,18,9.64,19085.97,2024-09-09,0,0,24.41972670743878,0.3397775446318142,0.4372622034661163,30,Low
CUST100078,37,Ahmedabad,Salaried,64733.0,700,Gold Loan,51199.0,12,12.27,4555.44,2024-03-18,30,0,7.03727619606692,0.0659104835761255,0.3726090430875811,20,Low
CUST100079,36,Pune,Self-Employed,42028.0,699,Home Loan,1595585.0,180,8.56,15768.52,2023-05-02,0,0,37.519082516417626,3.163734097902985,0.4157451429201386,80,High
CUST100080,42,Mumbai,Self-Employed,36246.0,636,Personal Loan,162759.0,24,18.93,8198.92,2024-07-29,0,0,22.62020636759918,0.3741999117143961,0.4676944219253137,40,Medium
CUST100081,39,Delhi,Salaried,46328.0,569,Personal Loan,330742.0,48,14.7,9154.58,2024-04-21,0,0,19.760360904852355,0.5949281931733149,0.4412221470055297,55,Medium
CUST100082,25,Mumbai,Business Owner,75828.0,718,Personal Loan,221314.0,12,16.29,20110.39,2023-05-30,0,0,26.52106082186,0.2432193033356192,0.4697479412521863,45,Medium
CUST100083,40,Mumbai,Self-Employed,47048.0,780,Home Loan,1251078.0,300,8.98,10481.87,2023-01-13,0,0,22.279097942526786,2.215960295868049,0.4125617206721407,40,Medium
CUST100084,31,Kolkata,Business Owner,78324.0,671,Business Loan,368268.0,24,15.19,17889.34,2023-08-17,0,0,22.84017670190491,0.3918211531586742,0.4840202153932327,30,Low
CUST100085,52,Pune,Self-Employed,42682.0,677,Personal Loan,291474.0,24,16.6,14355.18,2024-09-27,15,0,33.63286631366852,0.56908064289396,0.5317686213316342,50,Medium
CUST100086,47,Jaipur,Salaried,74832.0,679,Vehicle Loan,863149.0,36,10.45,28034.11,2023-02-27,1,0,37.46272984819329,0.9612075493549996,0.4095911347798998,60,Medium
CUST100087,26,Bengaluru,Salaried,77625.0,729,Personal Loan,429895.0,24,12.76,20389.56,2024-01-14,0,0,26.266743961352656,0.461508319914117,0.4021266851326054,45,Medium
CUST100088,44,Pune,Self-Employed,59679.0,649,Gold Loan,205571.0,18,12.58,12591.6,2023-02-27,0,0,21.09887900266425,0.2870510006311544,0.4622527397669935,40,Medium
CUST100089,62,Hyderabad,Self-Employed,160216.0,641,Business Loan,924398.0,36,17.83,33340.42,2024-05-18,0,0,20.809669446247565,0.4808082005958622,0.5625066216342308,40,Medium
CUST100090,38,Lucknow,Salaried,52052.0,558,Personal Loan,438826.0,36,14.97,15205.6,2024-11-22,0,0,29.21232613540306,0.7025442506211736,0.5323041011681863,70,High
CUST100091,34,Kolkata,Salaried,39945.0,686,Home Loan,1535449.0,180,9.96,16462.46,2023-05-28,7,0,41.21281762423332,3.2032565611048525,0.5193819799731689,80,High
CUST100092,52,Mumbai,Salaried,97737.0,709,Business Loan,316498.0,12,14.06,28426.38,2024-04-01,0,0,29.084563675987603,0.2698551555023515,0.475306189544535,45,Medium
CUST100093,35,Jaipur,Business Owner,25659.0,784,Personal Loan,93360.0,48,15.99,2645.37,2023-11-11,0,0,10.309715889161698,0.3032074515764449,0.5571712028804873,10,Low
CUST100094,29,Chennai,Salaried,60601.0,604,Business Loan,544828.0,60,13.66,12581.36,2024-08-27,0,0,20.76097754162473,0.749201058288367,0.4683059531425309,45,Medium
CUST100095,43,Hyderabad,Salaried,47296.0,676,Personal Loan,151940.0,36,13.23,5136.31,2024-02-14,118,1,10.859924729364009,0.2677111524582769,0.3810222299419268,20,Low
CUST100096,29,Pune,Business Owner,109971.0,692,Personal Loan,170208.0,12,15.85,15431.04,2023-04-11,126,1,14.031917505524186,0.1289794582208036,0.6059404691205376,20,Low
CUST100097,42,Pune,Salaried,35886.0,852,Business Loan,143223.0,12,17.74,13112.97,2023-06-20,0,0,36.54062865741515,0.3325879172936521,0.5544169665931798,35,Medium
CUST100098,39,Mumbai,Salaried,53283.0,779,Vehicle Loan,478220.0,48,13.73,13003.39,2023-08-11,0,0,24.4043878910722,0.7479246038448786,0.4631405374098923,25,Low
CUST100099,49,Mumbai,Salaried,58122.0,809,Gold Loan,126625.0,6,9.44,21689.03,2023-08-11,1,0,37.31638622208458,0.181550588990973,0.4015098976540497,35,Medium
CUST100100,34,Hyderabad,Self-Employed,78754.0,800,Personal Loan,202567.0,36,16.72,7193.87,2024-02-27,0,0,9.134609035731518,0.2143457263546402,0.4447743631543305,0,Low
CUST100101,53,Lucknow,Self-Employed,66916.0,685,Home Loan,1607493.0,180,9.94,17215.24,2024-03-01,0,0,25.72664235758264,2.001879221710801,0.4626588320684318,65,Medium
CUST100102,44,Pune,Self-Employed,65364.0,655,Home Loan,1791262.0,300,10.44,16836.07,2023-03-12,0,0,25.75740468759562,2.283701017889562,0.456043841735038,75,High
CUST100103,50,Bengaluru,Salaried,79654.0,624,Personal Loan,374445.0,36,15.86,13138.51,2023-03-28,0,0,16.494476109172172,0.3917411554975268,0.4282490795387804,40,Medium
CUST100104,41,Ahmedabad,Salaried,59719.0,605,Gold Loan,232515.0,12,11.2,20571.76,2023-06-09,1,0,34.447596242401914,0.3244570404728813,0.4679919002275725,55,Medium
CUST100105,36,Jaipur,Self-Employed,70960.0,657,Personal Loan,311065.0,48,14.15,8523.73,2023-03-08,0,0,12.012020856820744,0.3653055712138294,0.4700214942280863,30,Low
CUST100106,29,Pune,Salaried,143282.0,672,Personal Loan,372170.0,12,12.22,33105.17,2024-02-21,0,0,23.104905012492846,0.216455428223131,0.45389692481983,30,Low
CUST100107,48,Jaipur,Business Owner,32799.0,827,Personal Loan,80078.0,24,14.84,3876.63,2024-09-25,0,0,11.81935424860514,0.2034564061912456,0.5287665865900241,0,Low
CUST100108,30,Chennai,Business Owner,75663.0,580,Personal Loan,244173.0,12,16.13,22169.05,2024-02-19,0,0,29.299723775160903,0.2689260272524219,0.560899776408624,55,Medium
CUST100109,30,Delhi,Salaried,90566.0,571,Personal Loan,474034.0,36,14.34,16279.75,2024-11-04,0,0,17.975564781485325,0.4361772997960971,0.4623976902272039,50,Medium
CUST100110,51,Ahmedabad,Salaried,69369.0,822,Personal Loan,125186.0,12,13.76,11225.96,2024-05-31,0,0,16.182963571624214,0.1503865799804908,0.3298175769984581,10,Low
CUST100111,34,Kolkata,Salaried,156320.0,715,Gold Loan,338407.0,12,12.15,30090.8,2023-06-09,0,0,19.24948822927329,0.1804029128283862,0.4388449314981095,30,Low
CUST100112,26,Pune,Business Owner,25000.0,603,Business Loan,167195.0,36,17.6,6011.0,2023-10-01,0,0,24.044,0.5573166666666667,0.5080009637049203,45,Medium
CUST100113,21,Mumbai,Salaried,77616.0,653,Gold Loan,190117.0,12,11.89,16881.88,2023-06-06,132,1,21.750515357658216,0.2041213581392152,0.404941731551626,40,Medium
CUST100114,38,Lucknow,Self-Employed,64430.0,900,Personal Loan,476676.0,24,17.72,23733.18,2023-12-21,221,1,36.83560453205029,0.6165295669719075,0.5709869425426684,40,Medium
CUST100115,34,Bengaluru,Salaried,55322.0,592,Gold Loan,150573.0,18,11.02,9113.85,2023-04-17,0,0,16.47418748418351,0.2268130219442536,0.3478257163532945,40,Medium
CUST100116,31,Pune,Salaried,47508.0,624,Business Loan,392113.0,60,15.84,9502.12,2024-04-04,0,0,20.001094552496426,0.6878017035727316,0.4758482147863784,45,Medium
CUST100117,34,Hyderabad,Salaried,45970.0,769,Personal Loan,70148.0,12,14.16,6303.67,2023-04-04,0,0,13.712573417446162,0.1271626423029512,0.3745845808626938,10,Low
CUST100118,51,Chennai,Self-Employed,40456.0,546,Personal Loan,53898.0,12,17.76,4935.21,2024-03-28,0,0,12.19895689143761,0.1110218508997429,0.6370598130087504,40,Medium
CUST100119,39,Chennai,Self-Employed,26996.0,676,Personal Loan,266609.0,48,13.33,7196.2,2023-04-04,15,0,26.656541709882948,0.8229892082777696,0.4717050568405314,50,Medium
CUST100120,40,Jaipur,Self-Employed,35000.0,741,Home Loan,1380852.0,180,9.26,14219.9,2023-06-08,0,0,40.62828571428571,3.2877428571428573,0.497943328805138,70,High
CUST100121,33,Mumbai,Salaried,61696.0,619,Home Loan,985102.0,120,9.83,12925.64,2023-03-15,0,0,20.95053163900415,1.330585991528354,0.4093658531773759,50,Medium
CUST100122,38,Kolkata,Salaried,37372.0,788,Personal Loan,196179.0,36,17.38,7031.47,2023-02-27,206,1,18.81480787755539,0.4374464839987156,0.4509687035086068,20,Low
CUST100123,31,Mumbai,Salaried,24078.0,815,Gold Loan,51592.0,12,9.04,4512.75,2023-08-14,1,0,18.742212808372788,0.1785585735249328,0.3753454787131479,10,Low
CUST100124,37,Pune,Self-Employed,28752.0,747,Business Loan,293648.0,60,12.1,6546.89,2024-01-21,193,1,22.77020728992765,0.8510944166202931,0.433005938610924,25,Low
CUST100125,43,Lucknow,Self-Employed,38487.0,650,Vehicle Loan,573069.0,60,11.73,12669.55,2024-01-16,0,0,32.91903759711071,1.2408280718164575,0.4962143455260218,65,Medium
CUST100126,25,Kolkata,Self-Employed,66354.0,781,Business Loan,174972.0,12,17.56,16004.82,2023-05-30,0,0,24.1203544624288,0.2197456068963438,0.453204285759491,20,Low
CUST100127,30,Delhi,Salaried,102648.0,635,Personal Loan,282478.0,12,15.31,25537.33,2023-04-23,0,0,24.878546099290784,0.2293257865066375,0.4801617499748988,40,Medium
CUST100128,35,Mumbai,Self-Employed,48542.0,603,Gold Loan,268929.0,24,12.2,12684.55,2024-07-02,0,0,26.131082361666184,0.4616775163775699,0.5292612303487002,55,Medium
CUST100129,31,Bengaluru,Salaried,57310.0,708,Gold Loan,95943.0,12,9.81,8426.44,2024-11-28,1,0,14.703262955854129,0.1395088117257023,0.3353397425948023,20,Low
CUST100130,29,Bengaluru,Self-Employed,20000.0,715,Personal Loan,83399.0,24,16.72,4112.22,2023-12-03,251,1,20.561100000000003,0.3474958333333333,0.4995361666756985,30,Low
CUST100131,29,Delhi,Salaried,124325.0,849,Business Loan,313852.0,24,14.41,15129.8,2024-05-01,0,0,12.169555600241305,0.2103706682753535,0.4284378310220286,0,Low
CUST100132,43,Delhi,Salaried,38296.0,615,Personal Loan,255760.0,24,14.29,12314.84,2024-03-22,0,0,32.156987674952994,0.5565420235359655,0.5144853465626877,60,Medium
CUST100133,21,Bengaluru,Self-Employed,87003.0,652,Personal Loan,367520.0,36,17.05,13112.24,2024-02-15,0,0,15.071020539521626,0.3520185127715902,0.484076619172051,40,Medium
CUST100134,54,Delhi,Business Owner,70788.0,772,Personal Loan,230190.0,12,14.96,20772.22,2024-09-24,0,0,29.3442673899531,0.2709851952308301,0.5052281895011194,35,Medium
CUST100135,36,Delhi,Salaried,36275.0,722,Business Loan,490508.0,60,11.92,10891.26,2023-01-26,0,0,30.02414886285321,1.126827475304388,0.4711276627475751,55,Medium
CUST100136,28,Kolkata,Business Owner,35000.0,784,Home Loan,731975.0,180,8.7,7294.12,2024-01-08,0,0,20.840342857142858,1.742797619047619,0.4493933882586424,30,Low
CUST100137,35,Mumbai,Self-Employed,72655.0,599,Personal Loan,92529.0,36,18.73,3379.13,2024-11-17,0,0,4.650925607322277,0.1061282774757415,0.5012015594775071,30,Low
CUST100138,45,Lucknow,Salaried,26182.0,707,Personal Loan,89960.0,48,14.12,2463.71,2024-01-02,0,0,9.409938125429685,0.286329030122476,0.3223683768730182,20,Low
CUST100139,36,Pune,Salaried,55251.0,808,Home Loan,1545670.0,180,8.75,15448.18,2023-11-20,0,0,27.9600007239688,2.33128510494531,0.3472079224883242,45,Medium
CUST100140,55,Hyderabad,Salaried,29225.0,652,Gold Loan,68766.0,18,9.21,4104.92,2023-12-30,0,0,14.045919589392645,0.196082121471343,0.3261785857848576,30,Low
CUST100141,29,Kolkata,Salaried,38225.0,618,Business Loan,167172.0,12,14.16,15022.48,2024-09-28,217,1,39.30014388489209,0.3644473512099411,0.5972295789658519,65,Medium
CUST100142,36,Hyderabad,Salaried,241966.0,606,Home Loan,2711499.0,120,11.39,37952.0,2024-07-12,0,0,15.684848284469718,0.9338429779390492,0.386778300478954,45,Medium
CUST100143,35,Kolkata,Salaried,35000.0,699,Home Loan,956468.0,300,11.07,9422.91,2023-05-09,0,0,26.922600000000003,2.277304761904762,0.4004615810068367,65,Medium
CUST100144,40,Chennai,Salaried,71714.0,682,Business Loan,555542.0,60,17.92,14082.95,2024-04-04,30,0,19.637657918955853,0.6455527047252513,0.4642604594449837,35,Medium
CUST100145,52,Chennai,Self-Employed,65500.0,709,Home Loan,1579578.0,180,9.64,16628.04,2024-11-22,0,0,25.386320610687022,2.009641221374046,0.4407291474451232,65,Medium
CUST100146,40,Jaipur,Salaried,70690.0,635,Home Loan,1518100.0,180,9.23,15605.98,2023-05-14,0,0,22.07664450417315,1.789621351440562,0.356890444093219,50,Medium
CUST100147,47,Jaipur,Salaried,72973.0,735,Business Loan,326348.0,24,17.85,16268.99,2023-05-03,0,0,22.294533594617185,0.3726812199946099,0.4437629989017619,30,Low
CUST100148,33,Kolkata,Salaried,63712.0,758,Personal Loan,153176.0,36,13.79,5219.58,2024-06-20,1,0,8.19245981918634,0.2003494893688263,0.3359044142979644,10,Low
CUST100149,34,Delhi,Salaried,75329.0,711,Gold Loan,205301.0,18,11.24,12447.32,2024-11-14,0,0,16.523941642660862,0.2271159402974507,0.33023284454728,30,Low
