customer_id,age,city,employment_type,monthly_income,credit_score,product,loan_amount,tenure_months,interest_rate,emi,disbursement_date,days_past_due,default_flag
CUST100228,49,Hyderabad,Salaried,66064,606,Business Loan,348074,24,12.89,16530.09,2024-07-24,0,0
CUST100229,45,Bengaluru,Salaried,68377,742,Vehicle Loan,280066,60,11.16,6111.68,2024-01-26,0,0
CUST100230,38,Hyderabad,Salaried,42970,835,Personal Loan,157633,36,18.97,5775.81,2024-11-30,116,1
CUST100231,39,Lucknow,Salaried,35000,737,Home Loan,805332,120,8.89,10153.72,2024-04-03,0,0
CUST100232,44,Bengaluru,Salaried,95269,776,Gold Loan,88856,24,10.66,4127.37,2023-04-07,0,0
CUST100233,58,Jaipur,Salaried,58913,490,Business Loan,519977,36,14.28,17842.38,2024-10-26,0,0
CUST100234,33,Hyderabad,Salaried,83230,680,Vehicle Loan,279214,24,12.4,13195.79,2023-05-23,0,0
CUST100235,25,Hyderabad,Salaried,41457,710,Business Loan,352540,60,15.8,8535.67,2024-03-23,7,0
CUST100236,49,Pune,Business Owner,56947,523,Business Loan,299952,24,15.92,14675.12,2024-04-28,0,0
CUST100237,49,Ahmedabad,Salaried,29539,814,Vehicle Loan,160976,48,10.79,4144.11,2023-11-22,30,0
CUST100238,32,Ahmedabad,Salaried,44434,650,Business Loan,234553,24,13.7,11228.35,2023-03-12,0,0
CUST100239,44,Bengaluru,Salaried,39906,636,Home Loan,1070076,300,9.4,9274.94,2023-02-13,0,0
CUST100240,43,Pune,Salaried,37096,507,Gold Loan,208614,24,11.47,9768.63,2023-05-02,0,0
CUST100241,36,Ahmedabad,Salaried,77473,630,Home Loan,1622731,180,9.35,16798.39,2023-05-20,0,0
CUST100242,53,Kolkata,Salaried,58625,833,Personal Loan,115574,36,15.7,4046.14,2023-10-19,0,0
CUST100243,37,Kolkata,Salaried,55880,567,Vehicle Loan,351441,24,11.81,16512.38,2023-04-03,0,0
CUST100244,35,Delhi,Salaried,54987,630,Personal Loan,150257,12,15.82,13620.15,2023-08-25,1,0
